,PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Dataset,Survived,CabinD,CabinEO,Company,Companions,Alone,NamePrefix,Agegroup
811,812,3.0,male,39.0,0.0,0.0,24.15,S,train,0.0,U,u,0,0.0,1,Mr,35-60
812,813,2.0,male,35.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
813,814,3.0,female,6.0,4.0,2.0,31275.0,S,train,0.0,U,u,3,6.0,0,Miss,4-12
814,815,3.0,male,30.5,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
815,816,1.0,male,41.0,0.0,0.0,0.0,S,train,0.0,B,e,0,0.0,1,Mr,35-60
816,817,3.0,female,23.0,0.0,0.0,7925.0,S,train,0.0,U,u,0,0.0,1,Miss,18-25
817,818,2.0,male,31.0,1.0,1.0,370042.0,C,train,0.0,U,u,3,2.0,0,Mr,25-35
818,819,3.0,male,43.0,0.0,0.0,6.45,S,train,0.0,U,u,0,0.0,1,Mr,35-60
819,820,3.0,male,10.0,3.0,2.0,27.9,S,train,0.0,U,u,3,5.0,0,Master,4-12
820,821,1.0,female,52.0,1.0,1.0,93.5,S,train,1.0,B,o,3,2.0,0,Mrs,35-60
821,822,3.0,male,27.0,0.0,0.0,86625.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
822,823,1.0,male,38.0,0.0,0.0,0.0,S,train,0.0,U,u,0,0.0,1,Royalty,35-60
823,824,3.0,female,27.0,0.0,1.0,12475.0,S,train,1.0,E,o,2,1.0,0,Mrs,25-35
824,825,3.0,male,2.0,4.0,1.0,396875.0,S,train,0.0,U,u,3,5.0,0,Master,0-4
825,826,3.0,male,26.0,0.0,0.0,6.95,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
826,827,3.0,male,26.0,0.0,0.0,564958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
827,828,2.0,male,1.0,0.0,2.0,370042.0,C,train,1.0,U,u,2,2.0,0,Master,0-4
828,829,3.0,male,26.0,0.0,0.0,7.75,Q,train,1.0,U,u,0,0.0,1,Mr,25-35
829,830,1.0,female,62.0,0.0,0.0,80.0,S,train,1.0,B,e,0,0.0,1,Mrs,60-100
830,831,3.0,female,15.0,1.0,0.0,144542.0,C,train,1.0,U,u,1,1.0,0,Mrs,12-18
831,832,2.0,male,0.83,1.0,1.0,18.75,S,train,1.0,U,u,3,2.0,0,Master,0-4
832,833,3.0,male,26.0,0.0,0.0,72292.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
833,834,3.0,male,23.0,0.0,0.0,78542.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
834,835,3.0,male,18.0,0.0,0.0,8.3,S,train,0.0,U,u,0,0.0,1,Mr,12-18
835,836,1.0,female,39.0,1.0,1.0,831583.0,C,train,1.0,E,o,3,2.0,0,Miss,35-60
836,837,3.0,male,21.0,0.0,0.0,86625.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
837,838,3.0,male,26.0,0.0,0.0,8.05,S,train,0.0,U,u,0,0.0,1,Mr,25-35
838,839,3.0,male,32.0,0.0,0.0,564958.0,S,train,1.0,U,u,0,0.0,1,Mr,25-35
839,840,1.0,male,41.0,0.0,0.0,29.7,C,train,1.0,C,o,0,0.0,1,Mr,35-60
840,841,3.0,male,20.0,0.0,0.0,7925.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
841,842,2.0,male,16.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,12-18
842,843,1.0,female,30.0,0.0,0.0,31.0,C,train,1.0,U,u,0,0.0,1,Miss,25-35
843,844,3.0,male,34.5,0.0,0.0,64375.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
844,845,3.0,male,17.0,0.0,0.0,86625.0,S,train,0.0,U,u,0,0.0,1,Mr,12-18
845,846,3.0,male,42.0,0.0,0.0,7.55,S,train,0.0,U,u,0,0.0,1,Mr,35-60
846,847,3.0,male,26.0,8.0,2.0,69.55,S,train,0.0,U,u,3,10.0,0,Mr,25-35
847,848,3.0,male,35.0,0.0,0.0,78958.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
848,849,2.0,male,28.0,0.0,1.0,33.0,S,train,0.0,U,u,2,1.0,0,Officer,25-35
849,850,1.0,female,45.0,1.0,0.0,891042.0,C,train,1.0,C,e,1,1.0,0,Mrs,35-60
850,851,3.0,male,4.0,4.0,2.0,31275.0,S,train,0.0,U,u,3,6.0,0,Master,0-4
851,852,3.0,male,74.0,0.0,0.0,7775.0,S,train,0.0,U,u,0,0.0,1,Mr,60-100
852,853,3.0,female,9.0,1.0,1.0,152458.0,C,train,0.0,U,u,3,2.0,0,Miss,4-12
853,854,1.0,female,16.0,0.0,1.0,39.4,S,train,1.0,D,e,2,1.0,0,Miss,12-18
854,855,2.0,female,44.0,1.0,0.0,26.0,S,train,0.0,U,u,1,1.0,0,Mrs,35-60
855,856,3.0,female,18.0,0.0,1.0,9.35,S,train,1.0,U,u,2,1.0,0,Mrs,12-18
856,857,1.0,female,45.0,1.0,1.0,1648667.0,S,train,1.0,U,u,3,2.0,0,Mrs,35-60
857,858,1.0,male,51.0,0.0,0.0,26.55,S,train,1.0,E,o,0,0.0,1,Mr,35-60
858,859,3.0,female,24.0,0.0,3.0,192583.0,C,train,1.0,U,u,2,3.0,0,Mrs,18-25
859,860,3.0,male,26.0,0.0,0.0,72292.0,C,train,0.0,U,u,0,0.0,1,Mr,25-35
860,861,3.0,male,41.0,2.0,0.0,141083.0,S,train,0.0,U,u,1,2.0,0,Mr,35-60
861,862,2.0,male,21.0,1.0,0.0,11.5,S,train,0.0,U,u,1,1.0,0,Mr,18-25
862,863,1.0,female,48.0,0.0,0.0,259292.0,S,train,1.0,D,o,0,0.0,1,Mrs,35-60
864,865,2.0,male,24.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
865,866,2.0,female,42.0,0.0,0.0,13.0,S,train,1.0,U,u,0,0.0,1,Mrs,35-60
866,867,2.0,female,27.0,1.0,0.0,138583.0,C,train,1.0,U,u,1,1.0,0,Miss,25-35
867,868,1.0,male,31.0,0.0,0.0,504958.0,S,train,0.0,A,e,0,0.0,1,Mr,25-35
868,869,3.0,male,26.0,0.0,0.0,9.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
869,870,3.0,male,4.0,1.0,1.0,111333.0,S,train,1.0,U,u,3,2.0,0,Master,0-4
870,871,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
871,872,1.0,female,47.0,1.0,1.0,525542.0,S,train,1.0,D,o,3,2.0,0,Mrs,35-60
872,873,1.0,male,33.0,0.0,0.0,5.0,S,train,0.0,B,o,0,0.0,1,Mr,25-35
873,874,3.0,male,47.0,0.0,0.0,9.0,S,train,0.0,U,u,0,0.0,1,Mr,35-60
874,875,2.0,female,28.0,1.0,0.0,24.0,C,train,1.0,U,u,1,1.0,0,Mrs,25-35
876,877,3.0,male,20.0,0.0,0.0,98458.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
877,878,3.0,male,19.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,18-25
878,879,3.0,male,26.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
879,880,1.0,female,56.0,0.0,1.0,831583.0,C,train,1.0,C,e,2,1.0,0,Mrs,35-60
880,881,2.0,female,25.0,0.0,1.0,26.0,S,train,1.0,U,u,2,1.0,0,Mrs,18-25
881,882,3.0,male,33.0,0.0,0.0,78958.0,S,train,0.0,U,u,0,0.0,1,Mr,25-35
882,883,3.0,female,22.0,0.0,0.0,105167.0,S,train,0.0,U,u,0,0.0,1,Miss,18-25
883,884,2.0,male,28.0,0.0,0.0,10.5,S,train,0.0,U,u,0,0.0,1,Mr,25-35
884,885,3.0,male,25.0,0.0,0.0,7.05,S,train,0.0,U,u,0,0.0,1,Mr,18-25
885,886,3.0,female,39.0,0.0,5.0,29125.0,Q,train,0.0,U,u,2,5.0,0,Mrs,35-60
886,887,2.0,male,27.0,0.0,0.0,13.0,S,train,0.0,U,u,0,0.0,1,Officer,25-35
887,888,1.0,female,19.0,0.0,0.0,30.0,S,train,1.0,B,e,0,0.0,1,Miss,18-25
889,890,1.0,male,26.0,0.0,0.0,30.0,C,train,1.0,C,e,0,0.0,1,Mr,25-35
890,891,3.0,male,32.0,0.0,0.0,7.75,Q,train,0.0,U,u,0,0.0,1,Mr,25-35
